,cg17494855,cg22793988,cg25937494,cg11028316,cg27206345,cg24470119,cg25233569,cg18774318,cg26734912,cg13705616,cg04286729,cg14329675,cg17602776,cg18373961,cg05796338,cg19821940,cg01281078,cg13335447,cg02771843,cg24382680,cg18762736,cg00930706,cg07750706,cg03559831,cg00636641,cg26905327,cg02622866,cg06978273,cg00418284,cg11772224,label
TCGA.KL.8330.01A,0.4816722266807975,0.4381283748915046,0.9223700932885396,0.4357769800858755,0.6573050951949648,0.3565180088687487,0.0593405272250584,0.7155738674950307,0.5949695640431965,0.9924510429130076,0.3793266452133086,0.4824705318725819,1.0000000000000002,0.5519857493371465,0.3269496341211766,0.0748439548251252,1.0,0.1482767997121074,0.3211767894414612,0.5575710971704495,0.0197609445448696,0.2538320528373097,0.5926796110066364,1.0,0.8447750097763893,0.2206717642250902,0.3616404856813175,0.0379400485926868,0.013809973361563,1.0,0
TCGA.KN.8434.01A,0.4030502246842258,0.8769380312788668,0.5674544731741378,0.3590893112513009,0.2508777834468816,0.7156557193790773,0.145251449120634,0.8042933103655225,0.6587387411819341,0.9937834100687648,0.63040406995412,0.4196428571428574,0.3528651963315921,0.7024122299445668,0.3636982333052905,0.0699332952362118,0.6777932580503236,0.5090204469920144,0.34361141674936,0.4566234837146976,0.0103827227705425,0.5430010783124413,0.8335851779570427,0.5888495126879121,0.4926469986957538,0.2161838954700793,0.3988736494283016,0.0376277997568827,0.0282603858287718,0.6623781074386546,0
TCGA.KL.8343.01A,0.3645190471263628,0.2518960546827642,0.5251574205481964,0.2032893086000582,0.1314190863850421,0.3634204012820421,0.7702559106025473,0.0671830097048518,0.3969838627845141,0.9923117927176582,0.0,0.1655695212785191,0.5118907958184062,0.7585453017345904,0.4278559977142493,0.0521098916688596,0.1410194632419183,0.0,0.4199865459182625,0.5071251957952914,0.0033798152839966,0.28106281169969,0.2293507145597777,0.1886359913195956,0.2150822688514378,0.276635783740185,0.1559536609671665,0.0194977402105683,0.0162527616782506,0.527057488006377,0
TCGA.KL.8334.01A,0.2913897145797275,0.5997873543425525,0.8599291839261107,0.3795734526354997,0.214157672005917,0.4376947889583842,0.3283569285718311,0.560970169322698,0.8757600514365977,0.9933752384770466,0.5772249534424077,0.2503333242940304,0.2555284345117397,0.5883845851447485,0.575711519230464,0.0503901474825346,0.6597064800653665,0.6228388890637114,0.541727089458846,0.4585681379822022,0.0174177700235703,0.4843705351125491,1.0000000000000004,0.4430697324485739,0.5274692788268129,0.3040265901512414,0.6486704080562256,0.0367544874464585,0.0284960721061484,0.5275645694085929,0
TCGA.KM.8639.01A,0.1566365037065207,0.4220887554220887,0.2541963364319655,0.4358503123342678,0.0426554404859773,0.2976703141824925,0.1551049058768205,0.4116928137536857,0.0568525819431777,0.9962886718635668,0.2095287872193167,0.101759952272481,0.1663015292282101,0.0,0.0326423832124318,0.0140229546927782,0.2454641637510213,0.0301335134275924,0.3161207109715553,0.170840929548228,0.007466449506774,0.082445073460035,0.0,0.0820942386140477,0.43589447914429,0.107850997372968,0.0762935329906638,0.0100512746428165,0.0121641460780911,0.0118636180571063,0
TCGA.KL.8336.01A,0.0386416321554308,0.381250489503437,0.4899615434526028,0.0447788332293989,0.2441189017245528,0.4676704642860245,0.3062254735902185,0.4767711619838597,0.4274740585305991,0.9985480728039048,0.332328450434894,0.7145410745923273,0.1096292994253842,0.3264965229366687,0.3392196701534946,0.0503806283199998,0.2693982946093733,0.1500632185716556,0.1917805926490612,0.066708443305131,0.005217369643549,0.4304468257177518,0.4086688235303408,0.298739551458498,0.4242262259402873,0.0961658470764778,0.3171640616804783,0.0116584178625284,0.0071667024018706,0.488944999405275,0
TCGA.KO.8403.01A,0.334960557921552,0.4623551740379179,0.5997944315248935,0.162019235424816,0.3375453774330883,0.4705176912812758,0.0921770341070116,0.7382033053656534,0.2234621847220197,0.990553692480578,0.7020545990338853,0.5598548739921176,0.2698443590342976,0.0044739168788316,0.5011627168685218,0.0956881571484765,0.5461209696004692,0.5214463053646624,0.2373965164078249,0.7304761507775044,0.0160672600217795,0.4731709125219032,0.5509302461445666,0.0942421533551625,0.4150958440448939,0.3731074627846108,0.3872357862163011,0.0475618657234024,0.020622462972272,0.6813354395644524,0
TCGA.KN.8433.01A,0.4801097834810257,0.6011906869355956,0.7334262991701046,0.202935809556527,0.8046472647800265,0.4120642158709995,0.3281640673185961,0.808953292222337,0.5466991648332775,0.9941358815823436,0.8122141435186834,0.1929732978992662,0.4699454740172548,0.551690534083555,0.3329546897569801,0.0955123597113421,0.4767457208103749,0.1805590183894635,0.4542971538030458,0.5453328559192574,0.0095678186714896,0.292808329963607,0.5272063246948262,0.0882733639803661,0.8074430452177181,0.3946287722192579,0.5548909052764082,0.062531720943923,0.019303548201505,0.6407564068587455,0
TCGA.KM.8440.01A,0.6163974743647465,0.5322460724389984,0.5224858542935589,0.3311610064982713,0.5401463054689297,0.3414681547456812,0.2354591694567887,0.6510450505298326,0.3814206761110226,1.0,0.2644524755795621,0.2858238872618146,0.6464824489396521,0.4835445109794469,0.0849418244734043,0.0267979778842218,0.7464844650227316,0.2801950375640153,0.2690578795460165,0.4084100105569437,0.0089791725569133,0.2978925731230624,0.5676183077620252,0.3322967375674239,0.4507433669392986,0.1698783510272561,0.2931619112556383,0.0997660564042605,0.0051779086017364,0.5305569757080881,0
TCGA.KL.8333.01A,0.1820368666687173,0.7535252294094736,0.6117423267138085,0.2053820981503256,0.1788009526030332,0.5954686113764256,0.2732036195298317,0.6522988039473652,0.4681125864856894,0.9919286329444676,0.3807519140343494,0.7145003977293272,0.6496083153482759,0.6446218357870173,0.317738178383784,0.1111070509665174,0.357025832268337,0.1335908874886936,0.299383012656123,0.4632108910405854,0.0124875042528674,0.3355445477827201,0.598933884075683,0.0733225704676132,0.5267026500887779,0.6042415878709627,0.3638171352145181,0.0271565427390517,0.017581805435616,0.6356438577417558,0
TCGA.KL.8339.01A,0.0750168478215278,0.2517286847404747,0.5509441113283058,0.4355936494648953,0.191932494234986,0.4075895505821254,0.1446590895571267,0.6173602984430742,0.345848969403586,0.9967926333985828,0.2426738685256408,0.3002404454568468,0.3990747435430475,0.3375146289701556,0.4344751503992126,0.0343336233095425,0.3584148666485094,0.0408802671720924,0.2088281883528253,0.3872776357608489,0.002242852383588,1.0,0.2635510565631973,0.5056254765424808,0.5469266123490271,0.3099790063583975,0.4573933966222594,0.0619934839359202,0.0253081015871939,0.915866639677972,0
TCGA.KL.8335.01A,0.216194601426682,0.4146708337490759,0.4582034798334853,0.2308735158798631,0.3907089551480318,0.2488684958757081,0.2536507445508869,0.4853810620708543,0.0425425408458788,0.9952087289472776,0.2875778635594976,0.1734789113063601,0.2218419235766435,0.2908457665982014,0.2024615470086825,0.032210850064285,0.4631916364626762,0.2764551769434163,0.3614110805052948,0.3885368648022287,0.0064979697883209,0.4335604528912253,0.4334174920696574,0.2529907148794512,0.5118876824930878,0.2042489106082233,0.3411013059897199,0.0314929561277157,1.0,0.8705264673537654,0
TCGA.KO.8407.01A,0.3370319311658134,0.6816097984372365,0.5860297888906512,0.3865249737202605,0.1642987591244902,0.3215020149424117,0.4123217050938539,0.858748180759439,0.3170153213713864,0.9953728135723706,0.8447027806120626,0.4199581028311099,0.4771822624749251,0.5882917027945538,0.4098705931840187,0.0867839018064606,0.5572521003121662,0.273152641987621,0.3456273694462772,0.6450822832926992,0.0119022491289152,0.3643988408141259,0.5743952176363871,0.386382665887345,0.7420211972097659,0.3686621305180998,0.3149526644288261,0.0575687179702681,0.0195590163418571,0.6665724844693277,0
TCGA.KO.8408.01A,0.4271447067080895,0.6589118593405836,0.8505086686866481,0.3320701383469273,0.8175900513907322,0.9822719828597568,0.3378346815879494,0.6361047233510329,0.6066162470493448,0.9967709919669492,0.5599486974577059,0.5105635553386121,0.6714121848990755,0.2974793236357465,0.3107221940030793,0.0681194341686961,0.8966803544866022,0.5634424791685323,0.3529488302183428,0.2812727003504038,0.0286409039672948,0.2991009570022913,0.511955119551196,0.8166355544679209,0.310090743951102,1.0,0.3994938634217979,0.0497477306277592,0.0376104206487462,0.8088273899080367,0
TCGA.KN.8424.01A,0.540407507557052,0.6811581141699041,0.5482529769322508,0.1765531229619157,0.437650876970348,0.3673183530008463,0.2275030165879463,0.9999999999999998,0.5173943159847814,0.995529270479757,0.8067431804722116,0.2536699569729184,0.2504748598796407,0.4449368324708662,0.1619668566167718,0.0409436069457951,0.5206951457124303,1.0,0.3044601468719261,0.3441460761498705,0.0053356917566489,0.2170124005930718,0.4572124668615109,0.2227637643670605,0.308147912315035,0.2362535799301001,0.3463534564145598,0.0279821102028583,0.0148681593472742,0.4554717839457611,0
TCGA.KN.8426.01A,0.4356741785114075,0.3993425365343908,0.6301157816030634,0.1513841790938972,0.5009317238241069,0.3034809009055983,0.4122666018786436,0.5355402855096176,0.4847989712680496,0.9854762933194496,1.0000000000000002,0.274884070940449,0.3605814655148982,0.9232327375641832,0.3600225797234877,0.0505105188281357,0.7845750141417529,0.4644414697692581,0.4780545138660186,0.3362378735981701,0.0089303124341462,0.2965750101091791,0.236869737118424,0.3002063416301443,0.3002545556909419,0.0943028565674991,0.3324687926151264,0.0249731389092628,0.0184370423895334,0.6038400460755446,0
TCGA.KO.8417.01A,0.3287778967766832,0.5283547212807662,0.7227348846406567,0.4957721608409364,0.6120416411000409,0.2792865816132654,0.3651182871916958,0.7092127185766015,0.5872597243079731,0.9937199048841342,0.5370801789524007,0.4026128105000544,0.6783097488977925,0.520813428478331,0.251680582231464,0.0748715911034521,0.4342136137939705,0.2237985849045186,0.5656550550526771,0.2636837821240749,0.0089693834707718,0.3241696994204073,0.7574823116652221,0.5319862391722472,0.8576898941073965,0.4701224243213949,0.5411937480331479,0.0526045459861934,0.0428324657793103,0.8086061939054241,0
TCGA.KL.8341.01A,0.6418810278149845,0.3842116500208674,0.4577091267871378,0.333941050837957,0.2128552623593156,0.4314828727919968,0.3668189727884041,0.4212611482910118,0.4485696173781575,0.9926497183509584,0.731137931772613,0.6455293867736922,0.540613974525548,0.4556270889115041,0.7185868029651263,0.0713290808265949,0.5408560474324862,0.6112497589464162,0.7059359926920366,0.8140265208984061,0.0109622835894842,0.5414759401536595,0.6437006475327913,0.4630683369501687,0.7224335741570085,0.258655233145724,0.4484592992761984,0.0400597721180309,0.0288141454772695,0.8253937184508766,0
TCGA.KN.8419.01A,0.3463401777899573,0.5527606920961692,0.4232640483806846,0.2927668736798432,0.2882585374622088,0.4701471725629706,0.3261653234214337,0.3338482484556333,0.7327500387017456,0.9937378211513068,0.5673854255114199,0.569508849477528,0.4363655143545222,0.4056498576389709,0.3999587295036431,0.0907592269088914,0.5259328319121743,0.3463667677679688,0.6329454397033623,0.886210692040539,0.0092574257309605,0.2549413667610192,0.7092576188919786,0.3939416155826611,0.2450406027689724,0.2822995979494181,0.2852479544739326,0.0398206171968939,0.0049800516771703,0.2832736173684771,0
TCGA.KL.8328.01A,0.0,0.2099902689398938,0.0,0.6667820239343296,0.571213930004411,0.2426470994862508,0.3484132465624672,0.5656738540596404,0.3302281538532812,0.9906650926368578,0.3453235485090868,0.0536188849115959,0.0778400534930878,0.7146229955612278,0.2847694011016048,0.0041245610053955,0.0,0.0429410231645432,0.0130513231106786,0.4358200432637611,0.0036326680188401,0.2403181021701037,0.3447397631871056,0.4409484231879252,0.4626407943298782,0.1005546435038435,0.31066754956467,0.0015858549246994,0.0015237583783745,0.5915165072733837,0
TCGA.KO.8413.01A,0.2981470192638411,0.3102577389822833,0.210312204546812,0.2473836134954274,0.4618129716516093,0.2741143299101829,0.0,0.3475114563205939,0.5921626987490014,0.995690694273092,0.4837993849403135,0.0658321130274435,0.2622542117652178,0.2154471381441705,0.2242793536405338,0.0392384485730314,0.4968710062642727,0.153668331247564,0.4719769617746432,0.1152068998775128,0.0013903488098785,0.2721768432403291,0.0609858730166252,0.1522999431688332,0.3496018757128014,0.0581183042048125,0.3241522867932445,0.0377407015526857,0.0005085132833018,0.3456116591160925,0
TCGA.KO.8405.01A,0.1151733857549921,0.7936907969062308,0.7604756500227607,0.2204829003769182,0.3149833445473173,1.0000000000000002,0.0190240093475091,0.3098705118277951,0.8443353639037574,0.9920565302576484,0.7156044638206478,0.3815591441588026,0.7221893024697064,0.2388201029538093,0.4733676328195686,0.0986655055335505,0.5107445894701554,0.5250844998713035,0.6405973137187362,0.6713307556926484,0.0059194966456171,0.4068007817765198,0.5534881664606122,0.1373640653093253,0.5090037311006652,0.4817187325849422,0.2281364733032622,0.038240545797429,0.0194601175888475,0.327708555485765,0
TCGA.KM.8477.01A,0.1675882867792837,0.651794345256296,0.6007512106500126,0.561953574857794,0.4131708026763718,0.3002513049132047,0.2322519118624071,0.3404930333931111,0.7179687967881505,0.9930334102905009,0.4711378604199814,0.4115538109700984,0.0656845103805947,0.5575963453556565,0.4552701233352911,0.0371385520248333,0.7305692317361883,0.2334697757132563,0.6157121215229675,0.4508941659848751,0.0042682974814984,0.2631048658848902,0.4519071506504541,0.1193143552291753,0.5591783385854099,0.3811339366335545,0.2424735130598971,0.0227953955509801,0.0245995021965976,0.375491482910522,0
TCGA.KN.8421.01A,0.816859985515068,0.5138364516713927,0.7371133489741142,0.1941397003775951,0.4693704323099807,0.3500438065307676,0.2772474441187649,0.5849122080534024,0.7729083260167258,0.9474318982285072,0.8215845278953113,1.0000000000000002,0.5459208802439808,0.7932566911691978,0.3843910220797155,0.0550540765199415,0.4894492049192349,0.3241817693292698,0.8337567877785972,0.5556874858620147,0.0130355437878939,0.3855553309071304,0.6320621100947852,0.3443126866984733,0.6657485088252018,0.3884776729202482,0.0729092363369348,0.0174651387249283,0.0391248173726329,0.6750075644859383,0
TCGA.KL.8344.01A,0.5691236056854758,0.5344787445537713,0.7390135184960134,0.319252037390797,0.0695851193672234,0.5968203331824398,0.2519074791969706,0.2772757355335353,0.709027281058292,0.9927565063988572,0.8395083090139777,0.3122276910004704,0.4524264877765034,0.7191513866832817,0.5040000634930715,0.076354277435685,0.4421717542058618,0.2419613168505127,0.3518328756857964,0.3305924463349543,0.0184531524941493,0.3970332928966169,0.595205952059521,0.3213635637388841,0.6212225377571143,0.3987542731671755,0.1354702087485575,0.0275748638887328,0.0305432798909035,0.9002702347390408,0
